timestamp,elapsed_s,main_rss_mb,main_vms_mb,children_count,children_rss_mb,total_rss_mb,total_vms_mb,note
2026-03-01T13:34:22,108.4,4.46,0.82,1,539.04,543.5,1004.48,
2026-03-01T13:34:25,111.4,4.46,0.82,1,539.04,543.5,1004.48,
2026-03-01T13:34:28,114.4,4.46,0.82,1,539.04,543.5,1004.48,
2026-03-01T13:34:31,117.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:34,120.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:37,123.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:40,126.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:43,129.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:46,132.4,4.46,0.82,1,539.05,543.51,1004.48,
2026-03-01T13:34:49,135.4,4.46,0.82,1,539.02,543.48,1004.41,
2026-03-01T13:34:52,138.5,4.46,0.82,1,539.02,543.48,1004.41,
2026-03-01T13:34:55,141.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:34:58,144.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:01,147.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:04,150.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:07,153.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:10,156.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:13,159.5,4.46,0.82,1,539.12,543.58,1004.41,
2026-03-01T13:35:16,162.5,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:19,165.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:22,168.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:25,171.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:28,174.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:31,177.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:34,180.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:38,183.6,4.46,0.82,1,539.13,543.59,1004.41,
2026-03-01T13:35:41,186.6,4.46,0.82,1,539.32,543.78,1004.41,
2026-03-01T13:35:44,189.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:35:47,192.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:35:50,195.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:35:53,198.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:35:56,201.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:35:59,204.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:02,207.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:05,210.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:08,213.7,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:11,216.8,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:14,219.8,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:17,222.8,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:20,225.8,3.86,0.82,1,538.85,542.71,1004.41,
2026-03-01T13:36:23,228.8,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:26,231.8,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:29,234.8,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:32,237.8,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:35,240.8,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:38,243.9,3.86,0.82,1,538.86,542.72,1004.41,
2026-03-01T13:36:41,246.9,3.86,0.82,1,538.86,542.72,1004.41,
