timestamp,elapsed_s,main_rss_mb,main_vms_mb,children_count,children_rss_mb,total_rss_mb,total_vms_mb,note
2026-03-01T13:08:20,87.3,3.9,0.82,31,2576.9799999999996,2580.88,4562.86,
2026-03-01T13:08:23,90.3,3.9,0.82,31,2578.109999999999,2582.01,4563.42,
2026-03-01T13:08:26,93.3,3.9,0.82,31,2574.0099999999993,2577.91,4558.33,
2026-03-01T13:08:29,96.3,3.9,0.82,31,2574.7199999999993,2578.62,4559.33,
2026-03-01T13:08:32,99.3,3.9,0.82,31,2575.229999999999,2579.13,4559.74,
2026-03-01T13:08:35,102.3,3.9,0.82,31,2574.97,2578.87,4553.4,
2026-03-01T13:08:38,105.3,3.9,0.82,31,2572.74,2576.64,4552.62,
2026-03-01T13:08:41,108.4,3.9,0.82,25,2531.46,2535.36,4415.57,
2026-03-01T13:08:44,111.4,3.9,0.82,40,2915.9000000000005,2919.8,4841.53,
2026-03-01T13:08:47,114.4,3.9,0.82,42,3188.6300000000006,3192.53,5130.52,new_peak
2026-03-01T13:08:50,117.4,3.9,0.82,42,3406.46,3410.36,5820.18,new_peak
2026-03-01T13:08:53,120.4,3.9,0.82,42,3447.9900000000002,3451.89,6303.56,new_peak
2026-03-01T13:08:56,123.4,3.9,0.82,42,3450.06,3453.96,6298.27,new_peak
2026-03-01T13:08:59,126.4,3.9,0.82,42,3450.06,3453.96,6298.27,
2026-03-01T13:09:02,129.4,3.9,0.82,42,3450.0,3453.9,6298.81,
2026-03-01T13:09:05,132.4,3.9,0.82,42,3450.07,3453.97,6298.81,new_peak
2026-03-01T13:09:08,135.5,3.9,0.82,42,3450.07,3453.97,6298.78,
2026-03-01T13:09:11,138.5,3.9,0.82,42,3450.14,3454.04,6298.79,new_peak
2026-03-01T13:09:14,141.5,3.9,0.82,48,3499.21,3503.11,6431.74,new_peak
2026-03-01T13:09:17,144.5,3.9,0.82,48,3499.1300000000006,3503.03,6429.63,
2026-03-01T13:09:20,147.5,3.9,0.82,48,3499.32,3503.22,6429.91,new_peak
2026-03-01T13:09:23,150.5,3.9,0.82,48,3499.32,3503.22,6429.91,
2026-03-01T13:09:26,153.5,3.9,0.82,48,3499.32,3503.22,6429.91,
2026-03-01T13:09:29,156.5,3.9,0.82,48,3499.32,3503.22,6429.91,
2026-03-01T13:09:32,159.5,3.9,0.82,48,3499.32,3503.22,6429.91,
2026-03-01T13:09:35,162.6,3.9,0.82,48,3500.05,3503.95,6430.88,new_peak
2026-03-01T13:09:38,165.6,3.9,0.82,48,3500.0600000000004,3503.96,6430.88,new_peak
2026-03-01T13:09:41,168.6,3.9,0.82,48,3500.0600000000004,3503.96,6430.88,
2026-03-01T13:09:44,171.6,3.9,0.82,42,3450.99,3454.89,6291.84,
2026-03-01T13:09:47,174.6,3.9,0.82,42,3450.99,3454.89,6291.84,
2026-03-01T13:09:50,177.6,3.9,0.82,42,3451.33,3455.23,6293.96,
2026-03-01T13:09:53,180.6,3.9,0.82,47,3627.24,3631.14,6458.39,new_peak
2026-03-01T13:09:56,183.6,3.9,0.82,49,3782.11,3786.01,6633.09,new_peak
2026-03-01T13:09:59,186.6,3.9,0.82,49,3890.1100000000006,3894.01,6737.96,new_peak
2026-03-01T13:10:02,189.7,3.9,0.82,49,3915.080000000001,3918.98,7218.97,new_peak
2026-03-01T13:10:05,192.7,3.9,0.82,49,3913.2400000000007,3917.14,7217.68,
2026-03-01T13:10:08,195.7,3.9,0.82,58,4188.590000000001,4192.49,7492.71,new_peak
2026-03-01T13:10:11,198.7,3.9,0.82,56,4257.430000000001,4261.33,7570.17,new_peak
2026-03-01T13:10:14,201.7,3.9,0.82,56,4357.1900000000005,4361.09,8145.28,new_peak
2026-03-01T13:10:17,204.7,3.9,0.82,56,4351.67,4355.57,8118.15,
2026-03-01T13:10:20,207.7,3.9,0.82,56,4351.85,4355.75,8118.35,
2026-03-01T13:10:23,210.7,3.9,0.82,56,4351.720000000001,4355.62,8116.12,
2026-03-01T13:10:26,213.8,3.9,0.82,56,4351.630000000001,4355.53,8114.0,
2026-03-01T13:10:29,216.8,3.9,0.82,56,4351.790000000001,4355.69,8114.17,
2026-03-01T13:10:32,219.8,3.9,0.82,56,4351.790000000001,4355.69,8114.17,
2026-03-01T13:10:35,222.8,3.9,0.82,56,4351.950000000001,4355.85,8114.36,
2026-03-01T13:10:38,225.8,3.9,0.82,56,4351.810000000001,4355.71,8110.02,
2026-03-01T13:10:41,228.8,3.9,0.82,56,4353.3200000000015,4357.22,8111.46,
2026-03-01T13:10:44,231.8,3.9,0.82,56,4352.4000000000015,4356.3,8109.63,
2026-03-01T13:10:47,234.8,3.9,0.82,53,4328.080000000001,4331.98,8040.42,
2026-03-01T13:10:50,237.8,3.9,0.82,53,4328.1500000000015,4332.05,8040.45,
2026-03-01T13:10:53,240.9,3.9,0.82,53,4344.190000000001,4348.09,8056.49,
2026-03-01T13:10:56,243.9,3.9,0.82,59,4387.970000000002,4391.87,8190.07,new_peak
2026-03-01T13:10:59,246.9,3.9,0.82,59,4387.980000000002,4391.88,8189.91,new_peak
2026-03-01T13:11:02,249.9,3.9,0.82,59,4388.440000000001,4392.34,8190.36,new_peak
2026-03-01T13:11:05,252.9,3.9,0.82,59,4388.440000000001,4392.34,8190.36,
2026-03-01T13:11:08,255.9,3.9,0.82,59,4391.460000000002,4395.36,8193.76,new_peak
2026-03-01T13:11:11,258.9,3.9,0.82,53,4346.840000000001,4350.74,8058.89,
2026-03-01T13:11:14,261.9,3.9,0.82,56,4364.1500000000015,4368.05,8070.09,
2026-03-01T13:11:17,265.0,3.9,0.82,67,4900.220000000001,4904.12,8624.1,new_peak
2026-03-01T13:11:20,268.0,3.9,0.82,67,5039.090000000002,5042.99,8763.38,new_peak
2026-03-01T13:11:23,271.0,3.9,0.82,67,5177.940000000001,5181.84,9827.52,new_peak
2026-03-01T13:11:26,274.0,3.9,0.82,67,5218.890000000002,5222.79,9856.44,new_peak
2026-03-01T13:11:29,277.0,3.9,0.82,67,5218.890000000002,5222.79,9856.44,
2026-03-01T13:11:32,280.0,3.9,0.82,67,5218.890000000002,5222.79,9856.44,
2026-03-01T13:11:35,283.0,3.9,0.82,67,5218.690000000002,5222.59,9856.16,
2026-03-01T13:11:38,286.1,3.9,0.82,67,5218.750000000003,5222.65,9856.16,
2026-03-01T13:11:41,289.1,3.9,0.82,67,5219.370000000003,5223.27,9857.73,new_peak
2026-03-01T13:11:44,292.1,3.9,0.82,67,5219.220000000002,5223.12,9853.44,
2026-03-01T13:11:47,295.1,3.9,0.82,67,5219.230000000002,5223.13,9849.29,
2026-03-01T13:11:50,298.1,3.9,0.82,67,5218.700000000003,5222.6,9850.18,
2026-03-01T13:11:54,301.1,4.01,0.85,67,5219.310000000002,5223.32,9850.56,new_peak
2026-03-01T13:11:57,304.1,4.01,0.85,67,5218.400000000002,5222.41,9847.39,
2026-03-01T13:12:00,307.1,4.01,0.85,67,5228.580000000002,5232.59,9857.38,new_peak
2026-03-01T13:12:03,310.2,4.01,0.85,72,5364.580000000003,5368.59,9981.68,new_peak
2026-03-01T13:12:06,313.2,4.0,0.85,74,5495.75,5499.75,10152.92,new_peak
2026-03-01T13:12:09,316.2,3.99,0.85,74,5573.249999999997,5577.24,10263.49,new_peak
2026-03-01T13:12:12,319.2,3.98,0.85,74,5573.489999999998,5577.47,10741.27,new_peak
2026-03-01T13:12:15,322.2,3.98,0.85,74,5577.039999999997,5581.02,10744.96,new_peak
